,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
25,Drug Manufacturers—Specialty & Generic,2.695933333333333,0.0,0.0332,0.0,0.03372665999999999,-1.0729800666666667,-1.5384466666666665,-0.250905,-0.88448,6.282333333333334,0.0,1.48685515,0.11294333183333333,-7.093333333333334,0.5974433233333333,3.0,11.243333333333332
26,Education & Training Services,5.0195,0.0,0.0481,0.0,0.32115999,-0.10064500500000001,-0.095785005,0.042329997,0.12470999,10.802,19.752577,0.34760523,0.08972,-1.0325,0.030580000001999997,1.0,3.0
27,Electrical Equipment & Parts,9.0975,0.0,0.0378,0.0,0.06753,-0.15085,-0.167935015,-0.24576999,-0.75552005,1291.218,0.0,4.592644,0.15912501,-23.061500000000002,0.07610499700000001,1.0,6.0
28,Electronic Components,6.820519999999999,0.2,0.012699999925,0.027,0.4819739879999999,-1.7245580015999997,-0.19283000079999998,-0.1151079998,-0.412973994,54.340599999999995,29.9004,3.193318025,0.30978400400000006,-9.736799999999999,0.22235400000000002,2.6666666666666665,8.923333333333334
29,Electronic Gaming & Multimedia,15.665000000000001,0.0,0.02195,0.0,0.5021699925,-45.022700000125,158.28631999975002,-0.60892,0.0,28.9965,0.9736164,0.0,0.37631750025,20.134,0.1732975,2.75,24.79
30,Engineering & Construction,78.61333333333333,0.0,0.0297,0.0,0.23636666833333334,0.031796666,0.014376666666666668,0.02604000133333333,0.05375333333333334,16.957666666666668,47.7547555,2.98381579,0.09108333333333334,-31.265,0.8158033233333333,5.5,110.66
31,Entertainment,342.06,0.0,0.044899997500000004,0.0,0.31871,-0.07187499499999998,-0.16370500500000001,-0.084890003,-2.8191651,634.262,82.53904,43.553271,0.123725,18.0835,0.599975,23.0,312.155
32,Farm & Heavy Construction Machinery,6.79,0.0,0.0022,0.0,0.18708,0.01158,0.00601,0.00735,0.01849,63.657,0.0,2.011256,0.27511,26.789,0.53734,2.0,9.25
33,Financial Data & Stock Exchanges,266.54999999999995,0.2772,0.015549999500000002,0.00745,0.565835,0.22401500000000002,0.16051500000000002,0.0654199965,0.17352499999999998,65.053,44.44968849999999,7.978202850000001,0.30642,28.393500000000003,0.6463300249999999,13.0,198.38
34,"Furnishings, Fixtures & Appliances",37.586666666666666,0.0642,0.10033333666666666,0.0187,-0.2772466533333333,-0.7292200000000001,-0.7265633353333333,-0.07902667166666667,-0.08985666666666668,67.844,33.370422,4.093035593333332,0.1245133332,17.858333333333334,0.7267466666666667,6.0,80.94500000000001
35,Health Information Services,13.956,0.0,0.08387500075,0.094799995,0.493804012,-0.1190499996,-0.111985994,-0.02948599828,-0.05279500075,15.48125,61.91527465,2.2056056,0.236461996,28.549599999999998,0.49096999199999997,8.0,14.592499999999998
36,Healthcare Plans,94.71,0.0,0.085200004,0.0,0.0312,0.010319999,0.08489,0.00921,0.01993,29.721,6.2738476,1.2958175,0.01606,19.839,0.99792,2.0,93.5
37,Household & Personal Products,26.796666666666663,0.24963333333333335,0.017533333433333333,0.03055,0.6097799899999999,0.06806666666666666,0.056133333333333334,0.056476665333333335,0.21401,67.41633333333334,15.599652,2.7584842000000003,0.19236333399999997,8.622666666666667,0.65600337,6.5,21.875
38,Information Technology Services,52.24,0.0,0.08904999499999999,0.0,0.077935,0.01721,0.011215,0.04132,0.14872,38.824,20.268732,2.6385946,0.2293100095,-93.3685,0.5679199500000001,2.5,60.19
39,Insurance—Life,124.745,0.00405,0.014600000750000001,0.0016,0.17535,1.214815,0.09032,-0.013820000000000002,-0.344865,0.226,5.2923822,0.642357085,0.10654,-2.2885,0.642329975,1.0,70.0
40,Insurance—Property & Casualty,13.3,0.0,0.037050000475000004,0.022,0.21564499750000002,-0.285089977,-0.619204995,-0.05667999975,-0.4661375,29.727,9.1400595,1.0215408166666666,0.406795,0.9645000000000006,0.46838501025,6.0,18.95
41,Insurance—Reinsurance,3.15,0.0,0.0105,0.0,0.71072,0.37634,0.22,0.01069,0.06222,63.144,2.0819564,1.372549,0.22214001,11.96,0.50146,1.0,2.0
42,Integrated Freight & Logistics,175.38,0.1011,0.040599998,0.0057,0.20409,0.07514,0.05657,0.16736999,0.41522,20.951,20.18182,7.4285235,0.00736,13.444,1.0005001,11.0,176.55
43,Internet Content & Information,39.907125,0.040425,0.03656666665,0.0094,0.62337623875,-2.3520562487500003,-0.09991125000000001,-0.09299857214285713,-0.111500004,49.193599999999996,41.208242500000004,5.7712551874999996,0.18558875012499998,-13.563874999999998,0.42525875255,15.4,70.212
44,Internet Information Providers,5.04,0.0,0.0464,0.0,1.0,-1.0036399,-2.7500799,-0.21441999,-1.5297799,0.0,0.0,42.35294,0.41283,0.0,0.18827999,0.0,0.0
45,Internet Retail,250.26834999999994,1.23076,0.031649999925,0.1146,0.49825666999999996,0.043236666833333326,0.03458833498333333,0.023139999999999997,0.062033334999999995,18.731,33.05868533333333,4.4140549,0.3751383275,71.72716666666666,0.3112083383,12.5,1030.045
46,Leisure,22.66,0.0,0.0783,0.0,0.49773,0.13081999,0.06311,0.08242,1.06055,609.587,35.68504,16.674025,0.0039399997,11.124,0.99938005,12.0,26.78
47,Lodging,155.73,0.0,0.0178,0.0,0.69509006,0.19763,-0.17448,0.00876,-2.88785,4755.983,0.0,216.59248,0.16483,84.126,0.61569,20.0,150.9
48,Medical Appliances & Equipment,3.55,0.0,0.0594,0.0,-0.04314,-4.57591,0.0,-0.25087,-0.49793997,2.034,0.0,0.9586821,0.02772,0.909,0.15434,1.0,16.5
49,Medical Care Facilities,75.59,0.0,0.0148500005,0.0,0.325109995,-0.338475,-0.37815499999999996,-0.013355000000000006,-0.01196499999999999,70.194,0.0,1.3132138,0.35158500000000004,2.2890000000000006,0.5147649999999999,4.0,211.88
50,Medical Devices,18.275127777777776,0.0,0.05990000092352941,0.0,0.11956276611111104,-2.7445761027777777,-0.28013166683333335,-0.25526133145333335,-0.9440606851333332,42.97026666666667,0.0,4.144843761111111,0.22811389027777773,-9.301411764705882,0.3827694450000001,4.545454545454546,41.62
51,Medical Instruments & Supplies,70.51875000000001,0.0,0.03550000014285714,0.0,0.45923374624999996,-7.2449974975,-0.138239995,-0.06762714285714286,-0.2209999975,44.373000000000005,676.5367533333333,9.685092685714284,0.11559124949999999,63.28175000000001,0.6120062450000001,5.6,134.16
52,Metal Fabrication,29.71,0.0,0.0229,0.0,0.16459,0.08615,0.07142,0.043470003,0.079229996,15.956,14.242569,1.0754361,0.02927,7.331,0.86300004,2.0,35.5
53,Mortgage Finance,11.82,0.45049998,0.0088,0.090500005,1.0,0.78479,0.76182,0.05035,0.20634001,127.91,5.4849186,1.0662096,0.033469997,0.0,0.25171,4.0,10.56
54,Oil & Gas E&P,66.815,0.01005,0.0472,0.0143,0.295515,-1.87866,0.304665,-0.5410350485000001,1.552005,51.605000000000004,47.054768,6.1721933,0.041344998,4.393000000000001,0.933115015,7.0,64.21
55,Oil & Gas Equipment & Services,16.726666666666663,0.40850000000000003,0.014233333333333332,0.024,0.5230699933333334,0.202506666,0.21735666633333336,0.07355999966666667,0.18980000333333333,30.0505,30.1773185,4.330224333333333,0.28574333333333335,-1383.699,0.4655466666666667,2.5,26.064999999999998
56,Oil & Gas Midstream,3.02,0.0,0.0067000003,0.0075,0.18388,0.04842,-0.02387,0.0364,0.0,0.0,0.0,0.0,0.18172,6.31,0.31903,1.0,3.0
57,Packaged Foods,6.561280000000001,0.0,0.02653333333333333,0.0,0.1496160022,-1.7256939999999996,0.037396,-0.20821199959999998,-0.55068804,13.4682,17.403454,4.1249853000000005,0.4562050125,5.4612,0.116885,1.0,4.85
58,Paper & Paper Products,11.1,0.78790003,0.0136,0.0253,0.2164,0.08596,0.01418,0.03966,0.0399,202.505,0.0,1.2890489,0.38733003,5.8,0.49554002,5.0,15.9
59,Personal Services,7.37,0.0,0.0,0.0,0.17031,-0.16715,-0.15025,-0.09242,-3.40332,1221.617,0.0,0.0,0.33905998,-3.556,0.00243,0.0,0.0
60,Pharmaceutical Retailers,3.7008,0.0,0.001,0.0,0.30326998,-0.1454,-0.18739,-0.15432,-0.37759,7.266,0.0,0.0,0.59731996,-12.255,0.13788,3.0,8.67
61,REIT—Diversified,12.175,0.0,0.0058999998,0.051000000000000004,0.51517,-0.10463,-0.92719,-0.0075499997,-0.61814,471.467,0.0,0.59912854,0.09983,106.6385,0.020130001,0.0,0.0
62,REIT—Mortgage,21.148000000000003,0.3495,0.0248,0.08115,0.95929,0.8553900000000001,0.85036004,0.07436,0.16274999,98.998,22.4695858,3.882699183333333,0.0020325,0.0,0.2789075,8.0,4.81
63,Real Estate Services,17.0475,0.00375,0.0076999997425,0.0028,0.7802175125,0.204674995,0.186725,0.0391875,0.18372,78.0625,60.544515,2.6824171175,0.64108749,78.69075,0.17340500072499998,6.0,17.17
64,Real Estate—Development,8.22,0.0,0.0208,0.0,0.17187001,0.05252,0.02755,0.03006,0.04563,63.556,15.480226,0.6578632,0.76624,13.023,0.21802,2.0,12.5
65,Recreational Vehicles,50.205,0.0,0.0416499985,0.0,0.243844995,0.13762,0.09627500250000001,0.12026,0.39710500000000004,79.856,21.079096,6.24285985,0.0312799995,12.073,0.973265,6.0,66.375
66,Rental & Leasing Services,80.0,0.4138,0.0098,0.0228,0.45928,0.23923,0.17583999,0.06523,0.14974,30.364,19.694733,2.8159099,0.01095,14.301,0.85962,3.0,99.0
67,Resorts & Casinos,41.055,0.0,0.026199998,0.0,0.35146498,-0.219105,-0.304465005,-0.003769999999999999,-0.250400025,222.2595,45.592567,4.76497065,0.14161,-14.424000000000001,0.534205,9.5,51.285
68,Restaurants,37.83,0.2602,0.0434500005,0.0202,0.324675,0.15669,0.04893499999999999,0.066820005,-0.53131,978.915,23.643122,19.483038,0.203345,39.0885,0.6771750000000001,5.0,14.3
69,Scientific & Technical Instruments,79.6177777777778,0.11228571342857142,0.045462501125,0.061700001,0.5815444666666667,-0.8764311107777778,-0.10228111133333331,-0.056723332777777774,-0.11332555553333333,20.551000000000002,176.131743,13.359393225000002,0.08932285442857144,-110.3248888888889,0.5506257142857143,5.0,165.9675
70,Security & Protection Services,26.51,0.0,0.058049997500000006,0.0,0.54507,-0.059705005000000005,-0.31589999999999996,0.004119999999999999,-0.22044497999999998,9.4235,114.85057,9.615557500000001,0.16918,18.288999999999998,0.46141498,5.0,39.0
71,Semiconductor Equipment & Materials,396.095,0.0913,0.022600000000000002,0.0091,0.515555,0.262050005,0.227394995,0.135320005,0.45437,70.367,48.26719,12.870946,0.00330500015,27.0415,0.84964,16.0,408.985
72,Semiconductors,143.79999999999998,0.33541999699999997,0.03571818163636364,0.015649999833333334,0.572225449090909,0.12772727172727272,0.08169182181818181,0.03240545529090909,0.05969545363636364,57.56536363636363,84.790107,10.42458620909091,0.04262454354545454,33.931909090909095,0.7412427245454546,18.4,145.816
73,Shell Companies,9.79989642857143,0.0,0.007138461553846153,0.0,0.0,0.0,0.0,0.0,0.0,154.54228571428573,24.777227,666.2989230000002,0.05961814774074074,0.0,0.42411963033333344,2.0,15.665
74,Software—Application,83.732292,0.41135714285714287,0.06383000002,0.0339999986,0.6093403923999999,-2.8788653195599996,-0.11642519955999997,-0.05617363513636364,-0.1270452360952381,64.2132608695652,603.3724174444445,9.442444610526318,0.127633598796,-3.824826086956523,0.5754059974399999,6.947368421052632,116.84105263157895
75,Software—Infrastructure,113.02363636363634,0.06785,0.05387777681111111,0.0136,0.6393209163636364,-0.07233454545454544,-0.14245637363636363,-0.0394380012,-0.258999994375,73.24055555555555,123.03766666666667,10.517162379999998,0.04471999972727273,-30.387,0.8022554454545453,11.333333333333334,116.82000000000001
76,Solar,17.61,0.0,0.1091,0.0,-0.00851,-0.17097999,-0.22700001,-0.09094,-0.44942,36.28,0.0,0.0,0.49710998,-7.272,0.39988998,5.0,18.7
77,Specialty Chemicals,14.831900000000001,0.240750015,0.0104,0.0135,0.17049499,-0.00487,0.0280749985,-0.34984499999999996,-0.593684998,2.3085,0.0,49.8447937,0.0895500048,79.3345,0.1878599905,1.0,24.0
78,Specialty Industrial Machinery,229.18,0.1479,0.0543000005,0.0070999996,0.44733,0.19189,0.1123549925,0.06684000000000001,0.14253000500000002,73.1155,49.178084999999996,6.64800335,0.061515,21.72,0.84375,7.5,244.085
79,Specialty Retail,14.94,0.0,0.047399998,0.0,0.78659,-3.17628,0.0,0.0,0.0,0.037,0.0,0.0,0.29346,-16.987,0.26751,1.0,19.0
80,Travel Services,33.94,0.0,0.0473,0.0,0.37408,-0.15479,-0.13748999,-0.01935,-0.037609998,23.331,0.0,4.2729445,0.26055,-162.869,0.6835,6.0,33.17
81,Trucking,17.07,0.172,0.0512,0.0101,0.29907,0.09843001,0.08575,0.0641,0.12014,0.127,19.179775,2.2252638,0.28742,6.237,0.69171995,2.0,22.0
82,Utilities—Diversified,46.21,0.3955,0.013399999666666667,0.03095,0.5024633333333334,0.11138667000000001,0.057646670000000004,0.03162,0.0970250025,71.67166666666667,21.458865000000003,1.9993779,0.3044633333,60.162,0.5070233333333333,3.3333333333333335,52.31
83,Utilities—Regulated Gas,27.92,2.5,0.0686,0.0146,0.43502,0.09264,-0.065349996,0.011770001,-0.06001,212.339,0.0,17.139349,0.57744,61.922,0.42796,11.0,55.36
84,Utilities—Regulated Water,107.38,0.5117,0.0481,0.0113,0.49007,0.25582,0.26166,0.02311,0.10616,90.176,49.189186,5.4194007,0.03706,35.836,0.65878,2.0,97.5
