,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
22,Electrical Equipment & Parts,24.09,0.0,0.0225,0.0,0.09137,0.05183,0.043959998,0.05268,0.13829,15.344,14.888751,1.4147288,0.04638,6.041,0.64226997,1.0,33.0
23,Electronic Components,114.73,0.09683333333333333,0.021166667666666666,0.0075,0.40171333333333337,0.019056667,0.0035666680000000033,-0.0002499999999999979,-0.010296666333333336,15.695999999999998,377.965889,7.709028233333332,0.3383066666666667,-5.9529999999999985,0.3906733533333333,2.0,102.2
24,Engineering & Construction,30.61,0.0,0.01105,0.0,0.17012001,0.038154998999999995,0.02256000145,0.051675,0.10449500499999999,43.2965,19.7024815,2.3023144,0.11272000100000001,9.004,0.666444985,1.5,12.25
25,Entertainment,73.95,0.0,0.016983333331666666,0.062800005,0.71027,0.06752999999999999,0.8148649999999998,0.016524998949999998,0.291555,49.9685,67.1577,1.70955072,0.21142165999999998,120.75049999999999,0.6312666666666666,7.666666666666667,159.16666666666666
26,Farm & Heavy Construction Machinery,35.97,0.0,0.0787,0.0,0.21648,0.05055,0.033,0.028789999,0.04481,9.25,92.230774,2.4979167,0.16048999,50.097,0.5895,5.0,53.8
27,Farm Products,15.5,0.0,0.0174,0.017,0.06165,-0.062750004,-0.04438,-0.016490001,-0.038680002,65.553,0.0,1.5278462,0.16063,-480.351,0.52964,4.0,23.25
28,"Furnishings, Fixtures & Appliances",13.89,0.5181666666666667,0.011866666666666666,0.018349999999999998,0.2798133233333333,0.032429999999999994,0.010303333333333333,0.022846667,0.03435999866666666,73.068,44.71311,1.4428410666666667,0.19541332366666667,-79.152,0.49384000666666666,2.0,20.5
29,Grocery Stores,77.59,0.073699996,0.1083,0.011,0.26752,0.07191,0.04759,0.10985,0.29208001,82.135,6.9313912,1.7419904,0.0021799998,3.955,0.9374,0.0,0.0
30,Health Information Services,24.35,0.0,0.035949999999999996,0.0,0.73891,-0.04693500499999999,-0.095725,-0.030445000000000003,-0.09184000149999999,71.0355,188.89403,6.3222755,0.057569999999999996,4.025499999999999,0.6196,7.0,32.605
31,Household & Personal Products,93.92,0.19459999,0.0150999995,0.0106,0.58812,0.22174999,0.12121,0.12168,0.18839,23.106,53.303066,5.503985,0.44077998,15.163,0.58136004,4.0,88.0
32,Industrial Distribution,51.07,0.0,0.0086,0.0,0.52515,0.052210003,0.02516,0.053400002,0.08145001,18.601,76.22388,3.644213,0.040960003,16.315,0.88276,1.0,64.0
33,Information Technology Services,41.238,0.11008,0.039739999600000006,0.0133,0.427076004,0.07650000100000001,0.0675900018,0.044220000009999996,0.15900999999999998,56.3298,96.0324815,5.752590860000001,0.11921399992,34.224000000000004,0.68019,5.0,51.681999999999995
34,Insurance Brokers,1.63,0.0,0.0,0.0,0.26955998,-0.03857,-0.03605,-0.04082,-0.13347,105.465,0.0,0.20046736,0.0242,-1.557,0.13838,3.0,6.22
35,Insurance—Diversified,8.09,0.3095,0.0254,0.0383,0.27941,0.11598,0.11632,0.01976,0.105459996,0.0,0.0,0.0,0.50887,4.78,0.51312,1.0,11.0
36,Insurance—Property & Casualty,104.61,0.34164999999999995,0.017150000000000002,0.0128,0.16262500000000002,0.15525,0.1290900005,0.03521,0.13514,20.247,24.673597,4.2620926,0.104125002,18.145,0.69808998,3.0,114.875
37,Insurance—Specialty,130.15,0.02765,0.007,0.0107,0.34351,0.193945,0.16267500499999998,0.09737,0.197695007,13.4025,7.7477514,1.4279508,0.32549,6.133000000000001,0.45046499,0.0,0.0
38,Integrated Freight & Logistics,138.75,0.09125,0.01595,0.006,0.14506999999999998,0.061555,0.043415001,0.070724997,0.170170005,37.6555,31.687079,4.9181017,0.11896,12.563,0.8544700000000001,18.0,133.70499999999998
39,Internet Content & Information,27.901999999999997,0.0,0.0638,0.0,0.422706004,-0.1962080028,-0.19861999800000002,-0.099938,-0.438789996,66.0074,11.276463,1.842992266666667,0.055359998980000005,29.955399999999997,0.33373600036,7.8,43.156
40,Internet Retail,28.45,0.0,0.010566666663333335,0.0,0.24541500349999998,0.0212299995,0.01191999975,0.03282250025,0.010642511250000004,37.618249999999996,17.339108,1.7076033,0.2762025,37.771499999999996,0.17868249749999998,15.333333333333334,40.75
41,Leisure,108.31,0.1012,0.0189,0.0074,0.45123002,0.13626,0.112749994,0.102340005,0.19744,10.475,14.425945,2.566101,0.0833,9.745,0.76047,1.0,180.0
42,Lumber & Wood Production,10.7487,0.0,0.00059999997,0.0,0.27415,0.08997,0.06662,0.13977,0.1877,3.429,10.945724,1.889051,0.67004997,6.751,0.16809,0.0,0.0
43,Medical Care Facilities,78.42,0.0,0.04423333336666666,0.0,0.45448,-0.11631333333333332,-0.03455666666666666,-0.017306665666666672,0.22549,43.37733333333333,70.4699515,22.9951446,0.11440333166666666,40.48966666666667,0.6613200033333334,5.666666666666667,123.97666666666665
44,Medical Devices,51.7875,0.0,0.059971427285714286,0.0,0.65691625875,0.01934125,-0.07451250625,0.016642500299999998,-0.021970001250000003,25.5565,192.72173766666666,6.230924224999999,0.19858000249999996,18.058999999999997,0.70015125,5.25,66.44125000000001
45,Medical Instruments & Supplies,127.645,0.049166666666666664,0.054716666000000004,0.0082,0.548339995,0.0605233325,0.030331669333333335,0.016153332000000003,-0.0058633326666666695,14.334799999999998,371.7316385,4.7218318,0.06543166575,-7.973166666666667,0.8290733233333333,5.5,245.85666666666665
46,Other Industrial Metals & Mining,10.85,0.0,0.0,0.0,0.23384,0.09658,0.05567,0.024249999,0.02755,0.0,0.0,0.0,0.4346,35.094,0.11316,0.0,0.0
47,Packaged Foods,64.37142857142855,0.38465713714285715,0.0438,0.021700000000000004,0.3194199914285714,0.08093000117142857,0.03821428671428572,0.06721428509999999,0.09915999857142857,34.67614285714286,307.3551065,2.7300056757142857,0.14007999642857144,18.73071428571429,0.6952114342857143,6.6,88.41999999999999
48,Packaging & Containers,20.98,0.0,0.0191,0.0,0.29048002,0.06229,0.051620003,0.0653,0.24098,35.335,0.0,0.0,0.74538004,17.081,0.21022,2.0,29.5
49,Pollution & Treatment Controls,5.4,0.0,0.061100002,0.0,-0.03531,-0.75491,-0.83917,-0.15496,-0.58204,114.734,0.0,4.712042,0.118030004,-12.752,0.48104998,3.0,9.67
50,REIT—Healthcare Facilities,25.075000000000003,0.0,0.0,0.0735,0.27975,-0.01692,-0.25413,-0.00156,-0.08834,124.451,0.0,2.58585145,0.0,49.681,0.194724999,0.0,0.0
51,REIT—Industrial,25.994525000000003,0.9296,0.0210999995,0.044699999000000004,0.881165,0.4542125,0.11970999925,0.02024750075,0.02531,129.36974999999998,17.419117,1.74059565,0.02398249975,25.89575,0.44299749499999996,5.0,27.375
52,REIT—Specialty,116.37,0.7669,0.0212,0.0361,0.66529,0.2929,0.20201999,0.05104,0.27975,322.219,48.731155,9.958921,0.00698,20.89,0.95148003,3.0,121.0
53,Real Estate Services,45.4475,0.93785005,0.0081500003,0.028450001500000002,0.83739003,0.347374985,0.00765499,0.018805,-0.036075007000000006,109.8365,17.395721,1.1047341,0.22262,36.058499999999995,0.34305500499999997,3.0,43.75
54,Residential Construction,88.10499999999999,0.0,0.06085,0.0,0.32310499,0.219840005,0.18425000000000002,0.122189995,0.26092499999999996,26.0465,13.3706075,2.76184685,0.37988500000000003,9.817,0.550449995,2.5,95.915
55,Restaurants,43.0,0.0,0.0749,0.0,0.03272,-0.23979002,-0.16293,-0.042844997999999995,-0.13461,153.5305,375.202477,5.8134367000000005,0.26616,-3.1850000000000005,0.616125,4.0,35.6
56,Scientific & Technical Instruments,133.7566666666667,0.0,0.13475,0.0446,0.35688000000000003,0.09940333333333333,0.059846667,0.03433,0.042639999333333324,50.96266666666666,27.710022,2.45211825,0.0075899999999999995,27.413999999999998,0.7816533333333333,13.5,87.09
57,Semiconductor Equipment & Materials,173.86,0.0874250025,0.0315000005,0.010199999,0.423182505,0.2301625,0.204877495,0.11404249999999999,0.34993251150000004,32.887,38.3611925,7.9110461,0.083399999975,14.65375,0.8600324975,9.5,187.84999999999997
58,Semiconductors,29.584999999999997,0.21505000500000002,0.0387333335,0.0312499995,0.3203000075,-0.08658499999999998,0.006842500000000008,-0.007795000000000003,-0.06683000000000001,174.40574999999998,12.4052155,6.1817750475,0.0969275,-26.97775,0.41284501225000003,15.0,41.10333333333333
59,Software—Application,88.95750000000001,0.0364875,0.02478333338333334,0.0045,0.6059500071249999,0.0463650015,0.03212375,0.027571247,0.05890624749999998,41.726714285714294,42.513010666666666,5.52812824,0.16346000241250003,18.419625,0.446387500625,7.857142857142857,106.19142857142857
60,Software—Infrastructure,3.16,0.0,0.056500003,0.0,0.38823003,-0.16214001,-0.24055,-0.08408,-0.34267,102.156,0.0,2.8391733,0.04803,-31.841,0.5555,7.0,3.61
61,Solar,8.02,0.0,0.0808,0.0,0.088190004,-0.15586,-0.09567001,-0.07394,-0.12002,16.072,0.0,0.0,0.28391,-18.199,0.22278999,1.0,22.0
62,Specialty Chemicals,53.626666666666665,0.3716333333333333,0.015166666666666667,0.01250000025,0.27225666,0.050380001833333334,0.03506,0.038933334,0.07383333633333333,20.226,45.139319,3.853725666666667,0.191346675,40.801,0.5571433433333333,2.0,114.5
63,Specialty Industrial Machinery,93.3836,1.6875,0.0068000000000000005,0.0175,0.35469998999999997,0.05512499999999999,0.03957999815,0.02003,0.025585,4.3875,426.788825,7.1714571000000005,0.0302800002,130.2415,0.85278,8.0,148.25
64,Specialty Retail,25.845,0.0,0.068100002375,0.0,0.3091675,0.05383250075,0.039965,0.0409200005,0.2396699925,130.89,18.614965666666667,2.4393920000000002,0.3120024975,163.5605,0.41385251999999995,1.3333333333333333,48.166666666666664
65,Staffing & Employment Services,40.823750000000004,0.064375,0.012333332996666668,0.0173,0.328059995,0.06835749875,0.08656,0.0462924975,0.17060999500000001,19.872,18.066209999999998,2.7023560200000003,0.37769000499999994,7.452500000000001,0.5487474975,3.0,52.45666666666667
66,Steel,19.45,0.0,0.122,0.0,0.15314001,0.02406,0.020550001,0.01194,0.03607,70.727,156.85484,5.2369413,0.7619,117.318,0.00156,0.0,0.0
67,Telecom Services,34.82000000000001,0.2745,0.042679999600000004,0.0198,0.5658740000000001,0.10414400399999998,0.009415999999999999,0.01607399984,0.1901520056,141.98,35.659396199999996,2.85615018,0.057985999999999996,-205.48819999999995,0.8251940000000001,5.0,43.325
68,Tobacco,1.53,0.0,0.0,0.0,0.17403999,-0.02084,-0.02964,-0.046630003,-0.48114,0.707,0.0,0.0,0.72473997,0.0,0.0,0.0,0.0
69,Tools & Accessories,144.67,0.5348,0.014400001,0.015800001,0.32754,0.11589,0.08291,0.08412,0.30546,94.692,38.681816,10.719472,0.0227,20.85,0.75568,6.0,150.83
70,Trucking,17.22,0.0833,0.0287,0.0045,0.38105,0.11259,0.124589995,0.04512,0.10711,0.0,17.993729,1.9178082,0.50455004,6.888,0.55536,7.0,18.71
71,Utilities—Regulated Electric,40.28,0.626,0.0135,0.039449999,0.44093499999999997,0.21901500499999998,0.182595005,0.027145000000000002,0.099065,102.207,11.79508125,1.24359599,0.000475,10.1975,0.5622199999999999,9.0,62.11
72,Waste Management,5.21,0.0,0.1286,0.0,0.25738,-0.22606,-0.16759,-0.17910999,-0.6749,45.253,0.0,0.598163,0.29263002,-6.287,0.1721,1.0,4.0
