,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
20,Electronic Components,4.816666666666666,0.11763333333333333,0.005666666496666667,0.036,0.32872333000000004,0.03376666833333333,0.037936670000000006,0.020303333666666666,0.06726000166666667,43.8075,1.6189838333333333,0.5018433346666666,604.0813333333334,0.15097334,1.0,7.875
21,Electronic Gaming & Multimedia,52.70666666666667,0.07296666666666667,0.0172,0.005,0.5302266833333333,0.04517000333333332,-0.014706666666666665,0.007886666666666667,-0.021219998333333333,13.667666666666667,4.974463,0.07478333333333333,6.639666666666668,0.36340666666666666,30.0,171.57
22,Engineering & Construction,2.3499999999999996,0.0,0.03295,0.0,0.131525008,-0.252475,-0.201485005,-0.14806,-0.343905,61.1445,4.406439,0.259505,-6.292,0.573995,0.0,0.0
23,Entertainment,27.78,0.0,0.081439998,0.0,0.6357320040000001,0.1550619948,0.04715,0.0327520006,0.047215997999999995,109.4298,2.0941631,0.255116,-20.8012,0.6444299840000001,9.5,39.6225
24,Gambling,3.97,0.0,0.0558,0.0,0.24761,-0.105270006,-0.22749001,-0.099709995,-0.66486,2.722,0.0,0.37433997,-23.85,0.013830001,3.0,7.91
25,Health Information Services,18.42,0.0,0.0417,0.0,0.18351999,-0.00925,-0.01895,-0.00756,-0.05566,78.426,1.6523143,0.00408,29.014,0.97644997,6.0,30.83
26,Household & Personal Products,4.5,0.0,0.0196,0.0,0.23068,-0.22241,-0.36203998,-0.0378,-0.1263,21.126,2.0852642,0.0,-46.702,0.06331,0.0,0.0
27,Industrial Distribution,47.115,0.353349985,0.0349,0.0201,0.36254501,0.110115,0.061899999000000004,0.093804995,0.112334995,65.962,7.2003958,0.0408150025,24.066000000000003,0.768545005,5.5,46.8
28,Information Technology Services,49.7784,0.04172856857142857,0.02304285701428571,0.012200001,0.3619757142857143,0.05046285571428572,0.03736285785714286,0.022648571142857142,0.05525571428571428,26.84114285714286,43.01484183333333,0.13693428569999996,-60.83014285714285,0.6379871385714285,13.8,75.158
29,Insurance Brokers,114.345,0.41832501,0.050633331999999996,0.033149998,0.423207515,0.10961250300000001,0.09559749875,0.0768875,0.18974500575,11.30575,6.613926485,0.2471375,22.150750000000002,0.5353150050000001,5.5,46.415
30,Insurance—Diversified,96.49666666666667,0.0,0.010299999,0.061299998499999994,0.8499,0.70879996,0.77401,0.06822,0.42173,20.01,0.31282858333333335,0.03324333,-0.98,0.54824,0.0,0.0
31,Insurance—Property & Casualty,13.625,0.30215000000000003,0.00495,0.040300001,0.09601,0.09458,0.07538,0.022219999,0.120579995,7.558,0.7879365949999999,0.041390000999999996,4.6615,0.860845,2.0,18.5
32,Integrated Freight & Logistics,82.91666666666667,0.06893333333333333,0.05673333266666667,0.0093,0.24268667333333335,-0.0019933350000000036,-0.058383333666666655,0.06171666466666667,0.12749333333333335,23.505,5.2475544,0.014870000000000001,-516.2026666666667,0.95372,10.333333333333334,77.71666666666665
33,Internet Content & Information,119.14333333333333,0.0,0.0272499985,0.0,0.6236866653333334,0.11212000066666666,0.09750667433333333,0.032226666666666674,0.026606670000000016,7.414333333333334,6.55754835,0.07696666333333334,-9.99033333333333,0.62048,21.0,155.59
34,Internet Retail,156.67,0.0,0.0862,0.0,0.467835,-0.06286000499999998,-0.06711500999999999,-0.03896000499999999,0.24692499999999998,223.1755,53.82347,0.01678999985,24.876,0.57165002,15.5,131.39
35,Leisure,19.57,0.2745,0.0196,0.026700001,0.26911,0.12047,0.092530005,0.116610005,0.20771,35.886,1.9205104,0.37021,7.855,0.28982002,0.0,0.0
36,Luxury Goods,3.18,0.0,0.0017,0.0,0.47827,0.11097,0.10022,0.04449,0.07612,11.164,2.013933,0.13211,15.997,0.27452,1.0,3.75
37,Marine Shipping,21.5125,0.0,0.06000000025,0.0,0.47134249250000004,0.17820999649999997,0.067382501,0.03090750025,0.04489,105.55975000000001,2.411047515,0.28482749225000004,15.16725,0.26448251,4.666666666666667,45.4
38,Medical Care Facilities,82.01,0.0619,0.0602,0.0026,0.18038,0.09781,0.074990004,0.059369996,0.22343001,131.672,5.089048,0.05271,17.842,0.91096,5.0,96.8
39,Medical Devices,21.015714285714285,0.0,0.06548571457142857,0.0,0.5260700042857144,-0.18151000014285712,-0.20079713885714284,-0.1220300022857143,-0.3625514214285714,63.07457142857144,7.493582183333333,0.12653285600000003,-21.289571428571428,0.6201571357142858,5.2,53.612
40,Oil & Gas E&P,11.639999999999999,0.49,0.0020499999999999997,0.0712,0.81895,0.41459,0.375535,0.13836500000000002,0.226645015,1.927,4.5990255,0.064385,10.3,0.43591496999999996,1.0,6.6
41,Packaged Foods,13.180925,0.701225,0.037799998749999994,0.0273,0.21216749875000002,0.010872499925000003,-0.016617497575000004,0.0079099995,-0.08678999999999999,61.52525,1.3634470950000002,0.16045500750000002,14.8955,0.363617505,2.5,34.75
42,Packaging & Containers,9.15,0.0,0.0116,0.0,0.41446,0.23211001,0.11739001,0.12828,0.17025,23.299,0.13117526,0.65449995,-0.668,0.081999995,0.0,0.0
43,Pollution & Treatment Controls,23.39,0.0,0.0535,0.0,0.76225996,0.32554,0.2582,0.12672,0.20106001,9.393,7.2080126,0.27301002,23.708,0.56305003,2.0,24.5
44,Publishing,7.855,0.2878,0.01315,0.0655000025,0.347955,0.018784999000000004,0.012794999999999997,0.031720001,0.08186,64.40950000000001,1.8826456,0.14245000000000002,-7.934999999999999,0.40056998499999996,0.0,0.0
45,REIT—Healthcare Facilities,12.0,1.1802,0.0388,0.027649998500000002,0.590745,0.29460500015,0.15264499999999998,0.02109,0.0026699999999999988,121.75299999999999,2.1489317,0.016305,17.691000000000003,0.8612150000000001,7.5,15.445
46,REIT—Specialty,792.84,2.9259,0.020399999,0.0147,0.48035,0.17503999,0.054330003,0.02475,0.03255,142.492,6.714488,0.00348,31.395,0.97344,24.0,895.58
47,Railroads,36.21,0.23040001,0.0126,0.0104,0.54723,0.42918998,0.3026,0.080369994,0.27854002,128.113,2.085469,0.00125,14.39,0.76422,24.0,36.47
48,Real Estate Services,41.06666666666666,0.0,0.0347999995,0.0036000002,0.3533666666666666,0.040123333,0.026933333333333337,0.0347,0.14446333333333333,16.451666666666664,21.03678815,0.21727,69.83633333333334,0.40284000000000003,4.666666666666667,59.04666666666666
49,Recreational Vehicles,2.71,0.0,0.028499998,0.0,0.10476,0.0088599995,0.01314,0.00484,0.03284,1.294,0.0,0.53957003,23.178,0.00465,0.0,0.0
50,Residential Construction,293.71,0.0,0.0275,0.0,0.19985001,0.08558,0.07351,0.06999,0.13154,3.552,3.9674456,0.068670005,17.562,0.96291,3.0,278.33
51,Resorts & Casinos,96.09,0.0,0.0602,0.0,0.53436,0.13324,-0.25601,0.026519999,-0.53109,510.267,4.332672,0.044109996,24.512,0.94785005,11.0,126.91
52,Scientific & Technical Instruments,43.370000000000005,0.0,0.03236666666666667,0.0,0.49987334666666666,0.021629999999999996,0.049883332333333336,0.013960000666666667,0.049863333333333336,4.474333333333333,3.589506233333333,0.12949333333333335,-114.80700000000002,0.591189998,3.0,70.83500000000001
53,Semiconductor Equipment & Materials,153.82,0.129,0.0135,0.0026,0.45988,0.22822,0.16294001,0.10466,0.24707001,65.95,14.559396,0.00805,28.027,0.98415,10.0,133.2
54,Semiconductors,54.775,0.0,0.03945,0.0,0.44314250749999995,0.09426500125000001,0.0915424995,0.04922750075,0.11740500000000001,17.809250000000002,3.44732065,0.047277500099999994,152.85750000000002,0.8835774875,6.75,60.75
55,Software—Application,78.91598333333333,0.009399999583333334,0.05649999929999999,0.0112,0.6631608416666667,-0.046305006666666676,-0.08120916866666666,-0.024385833416666666,-0.13317499691666665,103.33575,28.880727580000002,0.17713500000000001,-300.29474999999996,0.6848508333333334,9.222222222222221,112.46666666666667
56,Software—Infrastructure,110.69444444444444,0.08138888888888889,0.04836666655555556,0.019200000000000002,0.63938889,0.06495888866666667,0.0050811106666666704,0.026099999955555554,-0.010028887444444447,78.246625,13.056504957142854,0.01982333344,-122.15744444444448,0.9248455555555556,10.88888888888889,128.79555555555558
57,Solar,146.74,0.0,0.079200005,0.0,0.30107501,0.13429,0.0611,0.0471900005,0.10582,124.22899999999998,24.301400549999997,0.146439999,82.023,0.623415025,15.5,122.05499999999999
58,Specialty Business Services,153.61666666666665,0.18796666666666664,0.009666666666666665,0.0089,0.34305666,0.16585333333333332,0.10871333333333333,0.11102666666666666,0.22488666666666668,78.57766666666667,7.776897,0.32997666333333336,13.485,0.43492000996666663,5.5,210.55
59,Specialty Industrial Machinery,80.47333333333334,0.13760000666666666,0.011433333333333332,0.006450000000000001,0.29176334666666665,-0.04490000166666666,-0.15263332866666668,0.024459996666666668,-0.015923333333333334,38.18533333333333,4.004798633333333,0.13288666666666668,11.843333333333334,0.58152667,2.5,121.41499999999999
60,Specialty Retail,89.24000000000001,0.0,0.041166668,0.0,0.345969998,0.05244666533333333,0.004156666666666665,0.03136666900000001,-0.16242666666666666,185.64933333333337,8.7592772,0.14121999966666668,11.651333333333334,0.7397199833333333,15.0,145.92000000000002
61,Telecom Services,5.35,0.0,0.0107,0.0,0.66782,-0.0321,0.29725,-0.00837,0.15704,4.613,3.6947515,0.56089,-1390.091,0.06758,2.0,9.13
62,Textile Manufacturing,7.23,0.21335,0.007400000019999999,0.0433,0.26898,0.07468,0.0486499975,0.06465,0.10117,80.23649999999999,1.7185522500000001,0.1164599975,7.379,0.45723,1.0,8.5
63,Tools & Accessories,24.57,0.33080003,0.043,0.0139,0.22668,0.07595,0.03365,0.04196,0.07738,90.709,1.3875867,0.15109,10.243,0.66733,0.0,0.0
64,Travel Services,176.58,0.0,0.1091,0.0,0.67847,-0.35741,-0.44594002,-0.04476,-0.51322,239.973,16.791555,0.04745,-25.244,0.99367,26.0,180.5
65,Trucking,10.36,0.0,0.044499997,0.0,0.31815,0.05451,0.03374,0.044439998,0.35054,452.911,10.127077,0.36937,7.149,0.37101,4.0,11.0
66,Utilities—Diversified,53.54,1.3784,0.0128,0.0323,0.27207002,0.104940005,0.03195,0.0176,0.03813,122.54,1.6341605,0.00273,10.304,0.81211996,16.0,52.55
67,Utilities—Regulated Water,11.27,0.7907,0.014199999,0.0269,0.35438,0.08623,0.02625,0.020350002,0.04241,1.9,1.0608058,0.050029997,12.159,0.56187,2.0,15.5
68,Waste Management,61.455,0.0,0.020849999,0.0,0.296430015,0.06675,0.010235003999999999,0.0277499985,0.110290005,149.2815,6.9386072500000004,0.01558000025,20.127,0.97902505,5.0,60.415
