,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
11,Communication Equipment,20.793,1.8606000000000003,0.0373999994,0.013649999999999999,0.44871199599999995,-0.07191400019999998,0.0016840019999999844,0.005030000799999998,0.179732,5.8862499999999995,40.51369463333334,3.09836492,0.0891940004,10.500199999999998,0.512993992,4.0,29.554000000000002
12,Computer Hardware,17.73,0.0,0.0041,0.0,0.38083,0.04684,0.07271,0.029409999,0.10909,13.047,98.49999,1.6922783,0.04809,11.624,0.5536,0.0,0.0
13,Credit Services,47.15,0.0,0.018,0.0805,0.80443,0.53872,0.42624,0.12376001,0.56643003,277.611,17.535427,13.142425,0.28778,0.0,0.084164995,1.0,63.0
14,Diagnostics & Research,1.84,0.0,0.0,0.0,0.29781,0.10047,-0.09078,0.02033,-0.12885,435.711,0.0,0.0,0.34165,14.191,0.32377997,3.0,4.45
15,Drug Manufacturers—General,130.365,0.82925,0.0196,0.027950000000000003,0.760114975,0.24581999999999998,0.17659,0.064165002,0.4323,293.9845,27.1594295,11.443603,0.001225,19.296999999999997,0.46601497,13.5,159.29
16,Drug Manufacturers—Specialty & Generic,18.6475,0.0,0.04959999933333334,0.0,0.4633499825,0.0062700001249999995,-0.1121275,-0.029104999875000002,-0.24015750002500003,84.10925,386.53845,2.418507675,0.08006499974999999,8.09525,0.5191675175,4.0,23.085
17,Education & Training Services,12.888000000000002,0.0,0.02777499925,0.0,0.650733986,-0.004678007200000001,-0.032118004,-0.0046000006,-0.056598,29.812800000000003,183.01487350000002,1.008840585,0.0738619978,-2.4478,0.693654008,5.8,29.136000000000003
18,Electrical Equipment & Parts,46.06,0.01245,0.0253000005,0.0034999999,0.251314998,0.08528,0.05259,0.04867,0.10926,28.773,22.160954,2.151902885,0.3834900005,11.463000000000001,0.525574983,8.0,111.5
19,Electronic Components,40.43,0.053200003,0.0112,0.0029,0.29416,0.061529998,0.05728,0.041079998,0.15677,91.658,26.84595,3.889744,0.17222,15.748,0.60613996,3.0,41.67
20,Electronic Gaming & Multimedia,62.67,0.14109999,0.018099999,0.0058,0.72924006,0.36194,0.2919,0.09234,0.17412001,22.142,21.172297,3.1757374,0.00721,16.863,0.89155,30.0,115.95
21,Electronics & Computer Distribution,20.794999999999998,0.260849985,0.023,0.0224,0.197225,-0.0674400005,-0.069920005,-0.06835,-0.29718,75.8385,24.694895,1.34305725,0.19361500050000002,3.8419999999999996,0.515225,8.0,46.13
22,Engineering & Construction,13.864999999999998,0.0,0.04554999999999999,0.0,0.21145001,-0.277105,-0.519174975,-0.049305,-0.20611000000000002,65.7225,0.0,1.9646454,0.18669499750000002,-2.561,0.413159995,3.5,22.54
23,Farm & Heavy Construction Machinery,36.91,0.14665,0.009,0.0072000003,0.203890005,-0.029365000000000002,0.003084999999999999,-0.020050000000000002,-0.004324996499999997,36.0425,45.977688,2.11109145,0.2861649995,1.320500000000001,0.49614499999999995,3.0,77.33
24,Farm Products,19.12666666666667,0.0448,0.010299999666666665,0.056500003,0.36942333666666666,0.09708999833333333,0.09737334000000002,0.0306,0.07915666533333333,51.64633333333334,9.751004,0.80349626,0.5143766666666667,12.531,0.4283166683333333,2.3333333333333335,23.959999999999997
25,Food Distribution,37.29,0.3825,0.0153,0.0269,0.051659998,0.00852,0.0067299996,0.01194,0.04368,163.08,20.57947,1.2546263,0.06777,11.04,0.79447,3.0,36.0
26,"Furnishings, Fixtures & Appliances",33.639700000000005,0.0,0.0116999998,0.1024,0.22292999,-0.5805300016666667,-0.6251500006666667,-0.20754999999999998,-0.5126666653333333,33.561,20.4813,1.6186243,0.28493,-14.039666666666667,0.496905025,3.5,50.06
27,Grocery Stores,6.0725,0.0,0.0493,0.0,0.20653,0.01943,0.00224,0.02923,0.08462,659.97,0.0,0.0,0.36653998,12.788499999999999,0.60219,4.0,13.25
28,Health Information Services,28.42,0.0,0.0629,0.0,0.43324003,-0.43675,-0.57439,-0.08189,-0.28605,38.15,0.0,2.57055,0.03667,-22.118,0.73130995,11.0,56.36
29,Information Technology Services,2.68,0.0,0.0036000002,0.0,0.28436002,-0.03127,-0.0464,-0.02025,-0.09608,43.63,0.0,1.4164906,0.30695,121.393,0.41845,0.0,0.0
30,Insurance—Diversified,71.0725,0.05065,0.0133499999,0.035,0.36365000000000003,0.2454975,0.2159625,0.030389998,0.159005,15.809249999999999,6.27318015,0.9253480700000001,0.08820333699999999,4.484,0.6567166999999999,0.0,0.0
31,Insurance—Life,4.0102,0.0323,0.0309,0.005,0.15607001,0.08737001,0.06419,0.02903,0.10047,27.355,6.53127,0.58398134,0.80279,5.493,0.05825,0.0,0.0
32,Insurance—Specialty,38.269999999999996,0.1145,0.0147,0.0212,0.509785,0.46965999,0.355525,0.060235001499999996,0.162735,17.609,9.24138165,1.6044943999999999,0.41759,7.41,0.586069995,4.0,48.46
33,Integrated Freight & Logistics,26.963333333333335,0.0,0.02665,0.08,0.24390668000000001,0.007606666666666664,-0.03690666533333333,-0.011069999999999998,-0.2121133333333333,368.64933333333335,0.0,3.0628930999999997,0.16397333333333333,-18.955,0.36020666,6.0,32.5
34,Internet Content & Information,5.786666666666666,0.0,0.067300003,0.0,0.5738200133333334,0.011479998999999996,0.0003266676666666667,0.014793333333333334,0.02681333333333333,55.09733333333333,1166.6667,3.34993485,0.18546666666666667,92.06066666666668,0.42343000000000003,9.0,9.96
35,Internet Retail,3696.06,0.0,0.0114,0.0,0.40679002,0.06685,0.06641,0.05988,0.31229,107.355,70.3181,18.029562,0.13606,28.909,0.59706,51.0,4142.65
36,Leisure,24.5,0.0,0.0334,0.0,0.46023,0.088,0.06994,0.051799998,0.07854,9.203,0.0,0.0,0.01466,6.615,0.68688005,5.0,40.4
37,Medical Care Facilities,90.65799999999999,0.0,0.037325000250000004,0.0,0.412171996,0.0852739948,-0.0461679992,0.042332000599999996,0.06093999800000001,54.7826,57.33126333333333,6.55306325,0.07354200400000001,12.779,0.6388880020000001,7.4,108.25
38,Medical Devices,119.43699999999998,0.0,0.056139999899999994,0.0,0.578305007,-0.0797699996,-0.1446249981,-0.015396000049999992,-0.1115519994,52.4303,111.58920466666666,7.251991044444444,0.1224150018,49.63619999999999,0.725431998,7.111111111111111,152.66888888888892
39,Medical Instruments & Supplies,184.966,0.082019996,0.0382799996,0.011,0.6215140219999999,0.052239999999999995,0.05812799040000001,0.044629999,0.268656,6696.4565,28.46597,5.507188149999999,0.06967200059999999,8.2734,0.826611994,5.25,42.1875
40,Mortgage Finance,6.65,1.6841999,0.0046,0.067600004,0.86753,0.29422,0.49939,0.01487,0.03829,176.529,95.0,1.1246406,0.01342,0.0,0.117,0.0,0.0
41,Oil & Gas Midstream,64.97,0.53290004,0.0512,0.097399995,0.71893996,0.41162997,0.69144,0.02145,0.19934,67.45,24.70342,0.0,0.12144,30.178,0.42034,3.0,54.67
42,Pollution & Treatment Controls,6.96,0.0,0.0323,0.0,0.39435002,-0.00985,0.45483002,-0.00332,0.36576,11.251,0.0,1.281768,0.02071,12.76,0.50364,0.0,0.0
43,REIT—Diversified,20.840033333333334,0.0,0.0396,0.07556666666666666,0.7307200133333334,0.17109666666666667,-0.09951,0.00916,-0.01815333366666667,105.85633333333332,0.0,1.17746268,0.0015999999333333335,22.039666666666665,0.29907,2.0,11.0
44,Restaurants,15.27875,0.0,0.0070000001,0.0,0.14338499999999998,-0.083825005,0.039274997,-0.0250799999,0.1530899895,193.1935,58.405174,3.44809665,0.33521,5.118,0.477394975,1.0,25.0
45,Scientific & Technical Instruments,6.9541,0.44439998,0.0055,0.0701,0.7843,0.14671999,0.22151,0.056350004,0.14503999,0.538,12.949907,1.8123796,0.41728002,14.096,0.29023,0.0,0.0
46,Semiconductor Equipment & Materials,177.60000000000002,0.049362500000000004,0.04317142914285714,0.0053,0.45016876125,0.08094875,0.07546500075,0.04102125225,0.126976255625,18.870875,49.43352639999999,14.386391712499998,0.06269249725,-4.5316249999999965,0.60298124,9.375,172.10000000000002
47,Semiconductors,353.235,0.24064285714285713,0.053857142571428575,0.02552499975,0.47557125,0.1478537505,0.12052124925,0.05920124875,0.18261874375,66.65287500000001,41.9427989,8.516675,0.18712874850000003,21.27825,0.5372399937500001,14.857142857142858,139.87857142857143
48,Shell Companies,11.6,0.0,0.0201,0.0,0.0,0.0,0.0,-0.0057099997,-0.11163,66.043,0.0,10.247351,0.69374,0.0,0.096499994,0.0,0.0
49,Software—Application,78.96583333333334,0.152775,0.03585454654545455,0.0196,0.6768383333333333,-0.027539165000000004,0.01911249941666666,-0.007257498666666665,0.06243333516666666,22.118090909090906,68.663013,10.524641236363637,0.10997416741666667,44.52075,0.7813383358333333,5.166666666666667,90.38666666666667
50,Software—Infrastructure,135.32375,0.0,0.08269999842857143,0.0,0.5815549950000001,0.06443250125,0.03869124874999999,-0.004938749999999996,-0.024579997874999995,54.796,45.17813,10.3919503,0.08823125012500001,8.97275,0.8128424925,10.0,171.57285714285715
51,Solar,24.4,0.0,0.0788,0.0,0.17277999,0.046269998,-0.01839,0.03767,-0.089729995,0.0,0.0,0.0,0.010989999,42.65,1.10968,11.0,24.55
52,Specialty Business Services,1.16,0.0,0.007900001,0.0,0.19273001,0.020380002,-0.00997,0.030079998,-0.50703,1208.028,0.0,3.2954545,0.55636,6.071,0.062529996,0.0,0.0
53,Specialty Chemicals,87.26,0.1014,0.116100005,0.0034999999,0.18961499999999998,0.10164000000000001,0.065405,0.056014998999999996,0.07020999750000001,22.0575,62.453873,6.4655995,0.035205,18.717,0.75002002,3.5,81.21
54,Specialty Industrial Machinery,37.845,0.0622,0.04265,0.0058,0.273905,-0.056505,-0.0961,-0.027784999999999997,-0.09423,34.227000000000004,30.526052,2.678204,0.044105,-6.667999999999999,0.840315,4.5,50.165
55,Specialty Retail,36.32,0.0,0.36795,0.0,0.35003499,0.07642499999999999,0.030725000000000002,0.0639850025,0.127635,232.94400000000002,0.0,1.949102,0.014845,6.536,0.9280249300000001,11.0,39.405
56,Staffing & Employment Services,156.76999999999998,0.43754999000000006,0.00790000015,0.016399999999999998,0.576775,0.13292500000000002,0.10516,0.038915000000000005,0.312980005,36.8255,29.606202000000003,10.4803079,0.023869998,17.4155,0.81994,11.0,150.53
57,Telecom Services,42.22,0.0,0.018099999,0.0167,0.6638,0.04251,-0.03417,0.01045,-0.01907,66.282,0.0,1.0313157,0.31024,9.794,0.67258,3.0,66.33
58,Thermal Coal,10.13,0.098000005,0.012200001,0.0247,0.37175,0.12051,0.09336001,0.04803,0.12173,43.973,32.261147,1.1836878,0.31616,3.344,0.18423,1.0,9.0
59,Trucking,108.74,0.0499,0.0864,0.0029,0.087060004,0.057800002,0.04761,0.07035,0.19499001,36.957,31.202295,3.2402635,0.01629,8.168,0.9238,9.0,86.78
60,Utilities—Regulated Electric,66.425,0.62259996,0.014199999,0.0368,0.45778,0.20605,0.14807001,0.02507,0.11129,171.322,18.122538,1.9714824,0.000115,12.052,0.865005,18.0,97.59
61,Utilities—Regulated Water,43.94,0.56299996,0.0098,0.028399998,0.50365,0.31414,0.19048999,0.03002,0.10142,97.023,24.411112,2.3989954,0.04593,12.999,0.5437,0.0,0.0
