,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
35,Grocery Stores,191.2,0.1609,0.018,0.0072000003,0.28395,0.05784,0.036,0.068179995,0.16471,84.518,22.816229,3.6720505,0.00315,11.21,0.85789,11.0,225.36
36,Health Information Services,41.36,0.1228,0.05090000133333333,0.0123000005,0.6182866666666667,0.10284333333333334,0.05564666666666666,0.04548,0.07853,84.11633333333333,29.2939625,2.8566577,0.027013333333333334,15.01,0.9198200066666667,12.0,48.64666666666667
37,Information Technology Services,79.91799999999999,0.044939997999999995,0.0161249995,0.0078,0.30222999400000006,0.069764,0.023712,0.050410000999999996,0.258902008,155.1838,20.6636885,8.576355000000001,0.171686,9.023,0.5845360058,6.5,101.5575
38,Insurance Brokers,39.38,0.0,0.0162,0.0,0.31685,0.07244,-0.021370001,0.01418,-0.026700001,63.48,0.0,4.813593,0.15179,37.848,0.80471003,7.0,34.71
39,Insurance—Life,33.4,0.0,0.031,0.058766666,0.16359,-0.26584998,-0.2291,-0.0035299999,-0.0696,57.884,0.0,0.23169003999999999,0.003305,0.0,0.55853,9.0,51.22
40,Insurance—Property & Casualty,60.585,0.0644,0.02244999995,0.0217,0.29627000000000003,0.208765,0.1584050001,0.050099999799999996,0.1689499995,56.901,22.147873,1.18129,0.26041000000000003,10.633999999999999,0.39251000300000005,3.0,68.25
41,Integrated Freight & Logistics,93.91,0.4605,0.1058,0.0216,0.074,0.04575,0.03496,0.0942,0.34820998,89.513,21.203434,6.6978106,0.00733,16.201,0.93891,17.0,100.29
42,Internet Content & Information,67.6125,0.0,0.1097,0.0,0.5119999900000001,-0.039280002499999994,-0.019522499999999998,-0.030829999999999993,-0.0682475025,24.739,28.6464125,4.066918173333334,0.043975002299999996,-8.49,0.6906524975,14.5,99.5925
43,Internet Retail,17.09,0.0,0.0,0.0,0.36753,0.064050004,0.04546,0.04652,0.0971,40.82,17.528204,0.2180904,0.0,-0.343,0.67926,14.0,33.7
44,Leisure,28.53,0.15,0.019199999,0.0032,0.36003,0.0793,0.05455,0.05459,0.07989,12.604,158.5,4.354396,0.17774001,32.258,0.77352995,6.0,34.67
45,Marine Shipping,16.23,0.35709998,0.0032,0.0342,0.67111,0.33863,0.4051,0.03739,0.14072,64.19,8.878556,0.6858809,0.18101,4.005,0.17211,4.0,15.0
46,Medical Care Facilities,28.845,0.0,0.0311,0.0,0.112755,0.030144999,0.023585,-0.024914994999999995,-0.0027599900000000177,54.766,111.3924,5.83216975,0.0485250015,-7.969,0.5632550000000001,8.0,46.34
47,Medical Devices,26.993750000000002,0.025799999,0.022899999666666667,0.0019,0.6216050025,-0.261395001,-0.3066325075,-0.06498750125,-0.2362300075,55.45933333333334,82.254906,5.611450033333333,0.155872502,-23.01275,0.47059249999999997,6.333333333333333,43.38666666666666
48,Medical Instruments & Supplies,52.0,0.0,0.0296,0.0,0.57919997,-0.060739998,0.05546,-0.01114,0.02145,5.434,0.0,8.370895,0.1887,508.68,0.77532995,7.0,62.14
49,Oil & Gas E&P,8.315,0.0,0.07865,0.0306,0.584455,-0.297504985,-0.26186,-0.038465001,-0.11168499500000001,49.8665,0.0,0.9414795,0.030234999999999998,19.3825,0.786725,10.5,7.949999999999999
50,Oil & Gas Equipment & Services,31.68,0.0,0.050499999999999996,0.0,0.231190005,0.027495000000000006,0.01637000015,0.01534,0.026810001,27.355,0.0,2.9119244,0.01199,50.507,1.022945,5.5,43.22
51,Oil & Gas Midstream,9.2499,0.0,0.003,0.0,0.6663,0.49068,0.2858,0.03344,0.09097999,200.468,47.435387,7.8789606,0.85625,48.274,0.0301,0.0,0.0
52,Oil & Gas Refining & Marketing,7.86,0.0,0.0762,0.0,0.14423001,-0.40725,-0.41021,-0.07193,-0.14468001,10.131,0.0,3.0667188,0.20772,-34.172,0.40342,7.0,15.14
53,Packaged Foods,39.608000000000004,0.0,0.07260000000000001,0.0,0.27939199600000003,0.038443995999999994,0.014150000000000005,0.0356560016,0.06914200000000001,151.46480000000003,20.548114666666667,6.316756825,0.3481299992,-13.0988,0.48260999400000004,7.0,76.35333333333334
54,Pharmaceutical Retailers,0.76815,0.0,0.02065000005,0.0,0.213255,-0.23839001,-0.150309997,-0.07463,-0.40636001,122.306,0.0,0.822168475,0.18220499499999998,-7.7915,0.11777499899999999,1.0,7.0
55,Pollution & Treatment Controls,4.975,0.0,0.009850000000000001,0.0,0.29986498,-0.0360349985,0.033635,-0.012205,0.021330000000000002,20.870500000000003,31.8966015,1.2039993,0.351005,-0.020000000000000462,0.37242000000000003,0.0,0.0
56,REIT—Office,7.35,0.0,0.0023999999,0.0431,0.42341,-0.0073400005,-0.16754,-0.00049,-0.03518,64.059,0.0,14.271845,0.41414002,35.088,0.24876,0.0,0.0
57,REIT—Specialty,89.34,5.4865003,0.08140001,0.028499998,0.58129,0.051459998,0.041339997,0.0053,0.01804,140.714,240.16127,4.1867,0.00506,23.529,1.05881,20.0,79.75
58,Real Estate Services,64.49333333333333,0.0,0.0,0.04176666800000001,0.6312433333333333,0.4515666649999999,-0.040453333333333334,0.04421,-0.09087666600000001,139.48600000000002,64.906341,3.821956316666667,0.041063333333333334,16.464333333333332,0.58906,6.0,146.17
59,Real Estate—Diversified,5.3,0.0,0.0064,0.0,0.257,0.13126001,0.4103,0.09685001,0.86261004,50.334,22.083334,9.636364,0.66685,10.769,0.08585,1.0,7.0
60,Resorts & Casinos,14.92,0.0,0.0356,0.0,0.53965,0.15511,0.04606,0.04941,0.12564,370.688,0.0,3.7393484,0.08768,10.753,0.73780996,3.0,20.67
61,Restaurants,43.251666666666665,0.0358,0.08991666416666666,0.038599998,0.322436664,-0.06584000383333333,-0.011568333499999995,0.0010500015000000004,0.09884666833333333,164.76166666666668,55.084487499999994,4.2178889250000005,0.06658166333333333,17.0052,0.6720966933333333,10.0,77.49499999999999
62,Scientific & Technical Instruments,113.925,0.048499999999999995,0.047333334000000005,0.0032,0.5782066666666666,0.14988000133333332,0.10646999133333333,0.05245666300000001,0.056240002000000004,29.541666666666668,42.2132975,6.6175994,0.274070014,30.203666666666663,0.61554001,6.0,103.91333333333334
63,Semiconductor Equipment & Materials,86.72500000000001,0.08333333333333333,0.02434999975,0.00914999975,0.45677000749999996,0.1808075025,0.1128475,0.07772749999999999,0.1254650025,43.730333333333334,68.22761633333333,5.4487387,0.10901250025,21.138,0.8050725,7.5,91.985
64,Semiconductors,49.57,0.0,0.0327,0.0,0.89843005,0.0327,-0.03138,0.0073400005,-0.01322,2.936,0.0,4.229522,0.046630003,100.241,0.80112,7.0,60.29
65,Software—Application,67.76181818181817,0.014427272727272728,0.10893636436363635,0.002,0.6353409127272728,-0.05437454563636363,-0.10653272362727274,0.018560910363636364,-0.08486999633636366,231.98020000000005,751.333275,10.034982719999999,0.09258999699999998,-12.395727272727273,0.6668981763636364,9.0,99.13444444444444
66,Software—Infrastructure,43.93255,0.0,0.03383333316666667,0.0,0.65806501,0.007133330333333345,-0.04454166833333333,-0.007204999916666667,-0.05637666666666669,74.35266666666665,18.997202,6.04513073,0.05917333383333334,-414.67883333333333,0.47061164833333335,8.2,63.18599999999999
67,Solar,27.8,0.0,0.3429,0.0,-0.15152,-0.89712995,-0.89668,-0.17326,-0.32671002,7.952,0.0,9.061277,0.15546,-33.154,0.46192002,4.0,44.5
68,Specialty Business Services,100.42999999999999,0.298349975,0.013250000000000001,0.0251,0.44977,0.32255,0.259619995,0.09245499975,0.204600003,9.198500000000001,35.3912275,6.92150335,0.103625,13.347000000000001,0.7281,8.0,153.75
69,Specialty Chemicals,3.52,0.0,0.0007,0.0,0.21011999,0.11637,0.15702,0.03186,0.08084,4.572,0.0,0.0,0.53212,36.5,0.00246,0.0,0.0
70,Specialty Industrial Machinery,9.36,0.0,0.0933,0.0,0.112555,-0.32356999999999997,-0.32347000000000004,-0.04041,0.020955,28.046000000000003,0.0,2.23173975,0.136705,-59.558,0.32181499999999996,10.5,15.254999999999999
71,Specialty Retail,25.843333333333334,0.049166666666666664,0.1481666766666667,0.039,0.42518000666666667,0.1708000066666667,0.08804333333333332,0.22289666666666666,0.5385900033333333,92.67866666666667,7.4659581500000005,1.8477302,0.35284000000000004,4.595666666666667,0.41365000066666663,2.0,39.95666666666667
72,Telecom Services,8.48,0.0,0.024600001,0.0,0.55895,0.110249996,-0.08462,0.02543,-0.33376998,754.417,0.0,2.0820034,0.02093,5.794,0.80887,3.0,8.0
73,Travel Services,2375.98,0.0,0.017,0.0,0.68714,0.06853,0.05767,0.013730001,0.094110005,260.158,138.93808,20.473585,0.00263,96.713,0.94183,26.0,2538.12
74,Utilities—Renewable,5.7,0.0,0.0148,0.0,0.0,0.0,0.0,0.01918,0.052699998,6.643,3.6821704,0.14039062,0.51717997,0.0,0.008450001,0.0,0.0
